"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CUI","CUI Global, Inc.","5.99","123179336.37","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","4.52","82561813.76","n/a","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","4.44","792078422.04","n/a","1998","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","3.91","319427207.58","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUBI","Customers Bancorp, Inc","16.18","399031467.42","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubi",
"CUBIL","Customers Bancorp, Inc","26.48","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubil",
"CUTR","Cutera, Inc.","9.43","139759002.97","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","13.08","1373401543.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","12.14","73717054.3","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","5.97","32630754.36","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"CYBX","Cyberonics, Inc.","52.6","1444054678.6","n/a","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cybx",
"CYBE","CyberOptics Corporation","5.76","39382617.6","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","2.85","50488072.05","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","6.3","2651430.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CYNO","Cynosure, Inc.","24.41","544460973.53","n/a","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CY","Cypress Semiconductor Corporation","11.92","1779234413.44","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy",
"CONE","CyrusOne Inc","17.98","397721861.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","10.2","299395071.6","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CYTX","Cytori Therapeutics Inc","2.22","149263012.02","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CYTXW","Cytori Therapeutics Inc","0.8","0","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytxw",
"CYTR","CytRx Corporation","2.38","72565143.28","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DAEG","Daegis Inc","1.2852","18915287.0004","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/daeg",
"DJCO","Daily Journal Corp. (S.C.)","145.56","200981387.76","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","10.59","450048514.41","n/a","1994","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/dakt",
"DARA","DARA Biosciences, Inc.","0.5673","14183045.1753","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dara",
"DAIO","Data I/O Corporation","2.35","18259391.9","n/a","1981","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio",
"DTLK","Datalink Corporation","12.44","282289512.52","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dtlk",
"DRAM","Dataram Corporation","3.04","5334172.48","n/a","1984","Technology","Electronic Components","http://www.nasdaq.com/symbol/dram",
"DWCH","Datawatch Corporation","23.32","152781049.96","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"DWSN","Dawson Geophysical Company","35.88","291909705.36","n/a","1981","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"TRAK","Dealertrack Technologies, Inc.","39.66","1735096246.5","n/a","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/trak",
"DECK","Deckers Outdoor Corporation","56.97","1965062165.13","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/deck",
"DHRM","Dehaier Medical Systems Limited","1.92","8870400","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","19.36","460664753.12","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dfrg",
"DCTH","Delcath Systems, Inc.","0.31","31482492.06","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"DLIA","dELIA*s Inc.","1.36","44673896.08","n/a","1996","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/dlia",
"DELL","Dell Inc.","13.79","24216255454.23","n/a","1988","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/dell",
"DGAS","Delta Natural Gas Company, Inc.","20.55","140890245.15","n/a","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"DNDN","Dendreon Corporation","3.15","496768318.2","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dndn",
"DENN","Denny&#39;s Corporation","5.49","496444098.24","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY International Inc.","41.79","5946227722.68","n/a","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","6.8","385975990","n/a","1995","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo",
"DSCI","Derma Sciences, Inc.","13.13","226678919.74","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DEST","Destination Maternity Corporation","28.96","392611096.48","n/a","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","5.7","289400616.6","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","2.56","41396433.92","n/a","1995","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl",
"DXM","Dex Media, Inc.","9.66","166693723.14","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/dxm",
"DXCM","DexCom, Inc.","26.28","1875772659.24","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DLLR","DFC Global Corp","15.79","639347821.41","n/a","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dllr",
"DMND","Diamond Foods, Inc.","19.13","425675212.3","n/a","2005","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dmnd",
"DHIL","Diamond Hill Investment Group, Inc.","108.31","353121251.73","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","39.35","1659056284.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","3.76","126928906.88","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dcix",
"DGII","Digi International Inc.","9.29","238872720.23","n/a","1989","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","20.11","146068663.24","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","2.53","45790394.1","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","8.5","18152294","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"DCIN","Digital Cinema Destinations Corp.","6.16","38950172.8","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dcin",
"DGIT","Digital Generation, Inc.","11.7","326608623.9","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dgit",
"DRIV","Digital River, Inc.","17.61","603167435.76","n/a","1998","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/driv",
"DCOM","Dime Community Bancshares, Inc.","16.53","602718116.28","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","24.69","1150550518.71","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DTV","DIRECTV","59.06","32423642987.26","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dtv",
"DISCA","Discovery Communications, Inc.","80.22","19495320622.68","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","80.55","527299390.35","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","72.9","6506803005.3","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck",
"DSCO","Discovery Laboratories, Inc.","1.65","90400355.1","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DISH","DISH Network Corporation","44.07","20125253961.54","n/a","1995","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","5.45","32479373.1","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"BAGR","Diversified Restaurant Holdings, Inc.","6.12","159690237.12","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagr",
"DLHC","DLH Holdings Corp.","0.88","8200017.76","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"DNBF","DNB Financial Corp","18.29","50295378.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","50.91","11395375448.85","n/a","1995","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","13.72","356129738.16","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","19.08","489204979.92","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","23.95","734676572.45","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","50.13","1829937749.85","n/a","1981","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm",
"HILL","Dot Hill Systems Corporation","2.31","136207918.77","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/hill",
"DBLE","Double Eagle Petroleum Company","3.33","37766792.07","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dble",
"DBLEP","Double Eagle Petroleum Company","25","40250000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dblep",
"DOVR","Dover Saddlery, Inc.","3.7999","20284542.5822","n/a","2005","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dovr",
"DRWI","DragonWave Inc","2.74","104424000.26","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DWA","Dreamworks Animation SKG, Inc.","28.35","2371891013.1","n/a","2004","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dwa",
"DRYS","DryShips Inc.","1.92","815543508.48","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"DSKX","DS Healthcare Group, Inc.","1.8","21888025.2","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"DSPG","DSP Group, Inc.","6.88","155191355.04","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DTSI","DTS, Inc.","19.84","362094681.6","n/a","1985","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dtsi",
"DNKN","Dunkin&#39; Brands Group, Inc.","43.01","4574337711.13","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DRTX","Durata Therapeutics, Inc.","8.05","214376297.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drtx",
"DRRX","Durect Corporation","1.18","120390891.22","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","67.24","955475558.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"DYAX","Dyax Corp.","4.12","449821600","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"BOOM","Dynamic Materials Corporation","20.15","277138203.55","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DRCO","Dynamics Research Corporation","6.66","69954668.64","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/drco",
"DYSL","Dynasil Corporation of America","0.694","10696702.504","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","3.27","8236816.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","1.3","237884293.4","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","14.37","4125130372.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"EOPN","E2open, Inc.","19.69","507541254","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eopn",
"EBMT","Eagle Bancorp Montana, Inc.","11.41","44483995.85","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","24.7","636606388.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","3.36","55972281.12","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"EROC","Eagle Rock Energy Partners, L.P.","6.41","1023166123","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"ELNK","EarthLink, Inc.","5.01","516026908.83","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"EWBC","East West Bancorp, Inc.","30.7","4228692693.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EML","Eastern Company (The)","17.33","107817832.48","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"EIHI","Eastern Insurance Holdings, Inc.","21.48","169924563.96","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eihi",
"EVBS","Eastern Virginia Bankshares, Inc.","5.97","70591470.99","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbs",
"EBAY","eBay Inc.","52.07","67406301651.44","n/a","1995","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix, Inc.","10.98","416869117.56","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","2.23","96434113.31","n/a","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","21.85","513219027.25","n/a","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","2.41","25726554.79","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","41.48","3717171920.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","11.2","47597916.8","n/a","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ECTY","Ecotality, Inc.","0.1796","6023202.2756","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ecty",
"EDAP","EDAP TMS S.A.","2.496","54387016.32","21789670","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EDGW","Edgewater Technology, Inc.","5.91","64004827.2","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EDMC","Education Management Corporation","7.08","882178789.92","n/a","1984","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edmc",
"EDUC","Educational Development Corporation","3.0587","12183193.6136","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EVAC","Edwards Group Limited","10","127465510","12746551","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/evac",
"EFUT","eFuture Information Technology Inc.","3.81","15153212.01","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Corporation","11.25","281552625","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EHTH","eHealth, Inc.","28.39","522830098.05","n/a","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"BAGL","Einstein Noah Restaurant Group, Inc.","16.26","282726245.88","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagl",
"EMITF","Elbit Imaging Ltd.","1.05","26147949.45","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","44.92","1895263696.68","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ESYS","Elecsys Corporation","6.106","23765382.416","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esys",
"ELRC","Electro Rent Corporation","17.1","410336610.3","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","10.71","320400949.05","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","26.57","8146836380.78","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","29.65","1376244184.5","n/a","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","4.279","14525951.253","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"RDEN","Elizabeth Arden, Inc.","35.05","1039324611.4","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"ESBK","Elmira Savings Bank NY (The)","22.02","50098362.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"LONG","eLong, Inc.","16.05","185209600.95","11539539","1987","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/long",
"ELTK","Eltek Ltd.","1.229","8123821.503","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group, Inc.","28.45","373397686.55","n/a","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","25.71","45330792.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","3.81","101963235.24","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","3.07","127153938.47","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","13.75","38806900","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emmsp",
"NYNY","Empire Resorts, Inc.","2.8","101306716","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ERS","Empire Resources, Inc.","4.23","36312020.46","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"ENTA","Enanta Pharmaceuticals, Inc.","18.72","335306537.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","43.54","1099475171.34","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","38.72","800476061.44","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo Health Solutions Inc.","37.39","4270118705.87","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","15.58","561653328.88","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","15.64","987389046.88","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ERII","Energy Recovery, Inc.","4.89","249549247.74","n/a","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI (Bermuda) Limited","25.23","2002625497.56","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENOC","EnerNOC, Inc.","14.61","441693508.53","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","1.06","28707832.66","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","6.49","271027033.86","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","138.1","2296060405.1","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENTG","Entegris, Inc.","8.98","1248795806.58","n/a","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ETRM","EnteroMedics Inc.","1.01","56174452.7","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","17.94","178391520.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","17.3","315513369.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EGT","Entertainment Gaming Asia Incorporated","1.18","35429101.16","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENMD","EntreMed, Inc.","1.88","50803311.44","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"ENTR","Entropic Communications, Inc.","3.83","348624876.76","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/entr",
"ENVI","Envivio, Inc.","2.4","66250857.6","n/a","1987","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"ENZN","Enzon Pharmaceuticals, Inc.","1.84","80794309.84","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EONC","eOn Communications Corporation","1.1","3165089.4","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"EPIQ","EPIQ Systems, Inc.","12.36","449278880.64","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"EPZM","Epizyme, Inc.","26.93","765268409.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","52.98","434432026.5","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","165.99","8202917556.57","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eqix",
"EAC           ","Erickson Air-Crane Incorporated","14.99","146570076.43","n/a","2001","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac           ",
"ERIC","Ericsson","12.14","2323916411.02","191426393","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","74.9","3496471463.8","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ESBF","ESB Financial Corporation","12.04","212589256.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/esbf",
"ESCA","Escalade, Incorporated","6.82","92104175.02","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","1.4","10537002","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESPR","Esperion Therapeutics, Inc.","16.93","260001002.09","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESSA","ESSA Bancorp, Inc.","11.04","133353385.44","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESSX","Essex Rental Corporation","4.03","99353657.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","3.6162","7482724.2126","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","36.7","1836946311.1","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.05","47585585.25","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","34.72","1479040057.6","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVRY","EveryWare Global, Inc.","12.87","283723950.51","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/evry",
"EVOL","Evolving Systems, Inc.","8.35","95521169.35","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","11.8","157186844.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","EXACT Sciences Corporation","12.27","867473012.19","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","18.94","255485391.18","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EDS","Exceed Company Ltd.","1.58","52192928.42","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/eds",
